SMILES,zbg_tag,cluster_id,cluster_size,pIC50_pred,IC50_nM_est,IC50_tier,docking_pred,sa_score,l_shape_2d_proxy,MW,cLogP,HBD,HBA,TPSA,RotB,pains_brenk_flagged,soft_metabolic_liability,zbg_precedent_count,zbg_low_precedent,exceeds_real_precedent,ic50_model_low_confidence,dock_model_low_confidence,pIC50_hdac1_pred,pIC50_hdac6_pred,selectivity_vs_hdac1,selectivity_vs_hdac6,docking_hdac1_pred,docking_hdac6_pred,docking_selectivity,periphery_touched
CC(=O)C(O)(C(ON1CCOCC1)C(=O)O)n1cccc(O)c1=S,3-HPT,25,1,6.414459767476623,385.070485497335,Tier 3 (300-500 nM),-7.185516879797907,4.254599038335586,1.4958187601599544,358.372,-0.12570999999999954,3,8,121.46,6,True,False,27,False,True,True,True,5.03010312420737,5.0827607599765425,1.3843566432692525,1.33169900750008,-6.52601576555172,-6.715579326293952,0.4699375535039554,False
N#Cc1ccc(-c2c(N)nnn2CCCCCCCn2cccc(O)c2=S)c(NF)c1,3-HPT,20,3,6.382126754498368,414.83295056698495,Tier 3 (300-500 nM),-7.643031691775784,3.3274215357702293,2.905398129712172,441.536,4.582670000000004,3,7,117.71000000000002,10,True,False,27,False,True,False,True,6.693589779348236,5.941481638945275,-0.31146302484986776,0.44064511555309327,-6.614166779525558,-6.566116561902725,1.028864912250226,True
N#Cc1ccc(C(O)(C(=O)N2CCOCC2)n2cccc(O)c2=S)c(CCO)c1,3-HPT,23,1,6.3038225801535654,496.7952329219753,Tier 3 (300-500 nM),-7.454416698159942,3.6551184197910107,1.1460381723378419,415.4710000000001,0.8818699999999993,3,7,118.95000000000002,5,True,False,27,False,True,True,True,5.773813119511548,5.589963307350531,0.5300094606420176,0.7138592728030346,-6.802083927750145,-6.484062212334282,0.6523327704097968,True
CC(C)COCc1ccc(C(=O)NC(=O)NC2CN3CCC2CC3N)cc1,Acylurea,5,14,7.399055559661567,39.8973858032954,Tier 1 (<150 nM),-8.340232650311268,4.33563632862767,5.825707998657132,374.4850000000001,1.6776000000000002,3,5,96.68999999999998,6,False,True,24,False,False,False,True,7.264740493674787,5.926059050163075,0.13431506598677956,1.4729965094984916,-6.767707158631185,-6.8827915429847994,1.4574411073264688,False
CC(C)COCOOc1ccc(C(=O)NC(=O)NC2CN3CCC2CC3)cc1CN,Acylurea,2,30,7.300389780599229,50.07376183785695,Tier 1 (<150 nM),-8.328398555058223,4.107967076255816,4.527499838343022,420.51000000000033,1.6194000000000008,3,7,115.15,9,True,True,24,False,False,False,True,6.467029733309929,5.919293364638614,0.8333600472892995,1.3810964159606147,-6.374850231576609,-6.887983846274951,1.4404147087832726,False
CCOCC1N2CCC(CC2)C1(O)NC(=O)NC(=O)c1ccc(OCC(C)C)c(N)c1,Acylurea,19,2,7.262693865212424,54.61427021922779,Tier 1 (<150 nM),-7.537035221025778,4.455329468013913,3.159747329920242,434.53700000000026,1.5623000000000007,4,7,126.15,8,True,True,24,False,False,True,True,5.853722322173426,5.747978468309025,1.408971543038998,1.5147153969033988,-6.146889223629923,-6.3083586141898245,1.2286766068359531,False
CC(C)COCOCOc1ccc(C(=O)NC(=O)NC2(O)CN3CCC2CC3)cc1O,Acylurea,16,4,7.148428174720369,71.05126675844181,Tier 1 (<150 nM),-7.247118327447995,4.26681286195853,5.759078105630342,437.4930000000003,1.2287999999999997,4,8,129.59,9,True,True,24,False,False,True,True,6.493564991416977,5.759052224038117,0.6548631833033918,1.3893759506822523,-6.552724876940638,-6.760199640497719,0.4869186869502764,False
CC(C)COCc1c(Cc2ccccc2)cc(C(=O)O)cc1C(=O)NC1CC1O,Carboxylate,13,5,6.817991010654171,152.05790034666262,Tier 2 (150-300 nM),-7.347713893032227,3.213198389594604,1.7216497855793376,397.4710000000001,3.011200000000001,3,4,95.86,9,False,False,148,False,False,True,True,6.582488314885168,5.8588228230861725,0.23550269576900273,0.9591681875679985,-6.368190258715916,-6.269542189100471,0.9795236343163118,True
O=C(O)c1cc(Cc2ccccc2)c(CO)c(C(=O)NC2CC2c2ccncc2)c1,Carboxylate,29,1,6.497186050864738,318.2833710190682,Tier 3 (300-500 nM),-7.404980484318039,3.189184499917115,1.9306184351680484,402.4500000000001,3.1488000000000014,3,4,99.52,7,False,False,148,False,False,True,True,6.013987420204199,6.038106924305432,0.4831986306605396,0.45907912655930616,-6.746961985884207,-6.707453896264316,0.6580184984338322,True
CCCC(ONC=C1O[C@@H]2CC(=O)N2[C@H]1C(=O)O)C(C)Cc1ccccc1,Carboxylate,27,1,6.4649471461090915,342.80950412380355,Tier 3 (300-500 nM),-7.019187674643906,4.265186453671699,1.5923575151625786,374.43700000000007,2.4383,2,5,88.10000000000001,9,True,False,148,False,False,False,True,6.738256958965249,5.404771615933396,-0.27330981285615774,1.0601755301756954,-6.226502079615552,-6.55925125314068,0.459936421503226,True
