SMILES,zbg_tag,cluster_id,cluster_size,pIC50_pred,IC50_nM_est,IC50_tier,docking_pred,sa_score,l_shape_2d_proxy,MW,cLogP,HBD,HBA,TPSA,RotB,pains_brenk_flagged,soft_metabolic_liability,zbg_precedent_count,zbg_low_precedent,exceeds_real_precedent,ic50_model_low_confidence,dock_model_low_confidence,pIC50_hdac1_pred,pIC50_hdac6_pred,selectivity_vs_hdac1,selectivity_vs_hdac6,docking_hdac1_pred,docking_hdac6_pred,docking_selectivity
CC(Cn1cccc(O)c1=S)C(O)CCn1cc(-c2ccc(C#N)cc2N2CCOCC2)nn1,3-HPT,20,4,6.900481410059891,125.75306817145523,Tier 1 (<150 nM),-7.22610718389977,3.9230282857144756,2.836510064322862,480.5940000000003,2.9772700000000007,2,8,112.36,8,True,False,27,False,True,False,True,7.982745323705708,5.478140391506776,-1.082263913645817,1.422341018553115,-6.248624876116979,-6.095249207225821,0.9774823077827905
CCC(F)(F)C1CN(c2cc(C#N)ccc2C(Cn2cccc(O)c2=S)OCCC#N)CCO1,3-HPT,28,2,6.7843249613829295,164.31417802509318,Tier 2 (150-300 nM),-7.501875601171299,4.28746736414012,1.2109268147830838,488.56000000000034,4.716950000000005,1,7,94.44000000000001,9,True,False,27,False,True,False,True,6.553956005970058,6.3403776326489805,0.23036895541287183,0.44394732873394904,-6.783083145071641,-6.014650067712696,0.7187924560996573
CNc1c(-c2ccc(C#N)cc2CCOc2ccoc2)nnn1C(OC)n1cccc(O)c1=S,3-HPT,17,4,6.7115204515231985,194.3030189715624,Tier 2 (150-300 nM),-7.789068646488509,4.107906526546182,1.773545781513154,478.5340000000001,3.9603700000000033,2,9,123.29,9,True,False,27,False,True,False,True,6.704130238826468,6.751819025406206,0.007390212696730458,-0.04029857388300773,-6.850445407130331,-6.328553027714637,0.9386232393581784
CCOC(C)Oc1cc(F)c(CCCC(O)n2cccc(O)c2=S)c(N2CCOCC2)c1C#N,3-HPT,18,4,6.603692777191354,249.06185754127458,Tier 2 (150-300 nM),-7.050819126055544,4.163382505840525,2.199369683609267,491.5850000000003,4.045670000000004,2,8,100.10999999999999,10,True,False,27,False,True,False,True,5.867073877010319,6.250008282435908,0.7366189001810346,0.35368449475544583,-5.780529738142066,-5.648986305550737,1.2702893879134782
N#Cc1cc(C(=O)NC(=O)NC2CN3CCC2CC3)cc(C(=O)Cc2ccccc2F)c1CCCO,Acylurea,2,39,7.8558651955195185,13.935893042478199,Tier 1 (<150 nM),-7.0283226992905,4.022543003659661,2.014288777584775,492.55100000000033,2.581280000000001,3,6,122.53000000000002,8,False,True,24,False,False,False,True,6.794351128444344,6.080184063789285,1.0615140670751746,1.7756811317302335,-6.185446493202474,-6.352244945245145,0.6760777540453553
NC(=O)c1cc(C(=O)NC(=O)NC2CN3CCC2CC3)cc(N2CCOCC2)c1N1CCOCC1,Acylurea,7,12,7.557928221440052,27.673989929221666,Tier 1 (<150 nM),-7.253750617615412,3.997456159664776,2.4354803651728556,486.5730000000005,-0.007699999999996487,3,8,129.46999999999997,5,False,True,24,False,False,False,True,6.842922112308477,6.985111640793519,0.7150061091315747,0.5728165806465322,-6.7244849089371606,-6.958956269331841,0.2947943482835713
CC(=O)OOc1ccc(C(=O)NC(=O)NC2C3CCN(CC3)C2C(C)=O)cc1N1CCOCC1,Acylurea,35,2,7.443152395979479,36.045213647444115,Tier 1 (<150 nM),-7.366122313754974,4.410212067031312,2.6284161667825385,474.5140000000004,0.8713000000000009,2,9,126.50999999999999,6,True,True,24,False,False,False,True,6.589059815839857,5.525405205397252,0.8540925801396222,1.9177471905822268,-5.917655385072139,-6.516226723181983,0.8498955905729906
CCCCC1CC2CCN1CC2NC(=O)NC(=O)c1ccc(CBr)c(C(N)=O)c1,Acylurea,25,2,7.345349916238262,45.14920252837804,Tier 1 (<150 nM),-8.005144436999233,4.449452818675246,3.692403528761272,465.39200000000017,2.7728,3,4,104.53,7,True,True,24,False,False,False,True,7.06403940284143,7.2071482585573685,0.2813105133968321,0.13820165768089332,-5.29037111205151,-6.948719610084425,1.0564248269148075
CC(C)CCCc1cc(C(=O)O)ccc1C(/C=C1\O[C@@H]2CC(=O)N2[C@H]1C(=O)O)c1ccccc1,Carboxylate,38,1,6.459484526774663,347.1486440243659,Tier 3 (300-500 nM),-7.537352164620413,3.9732278820350135,1.263566320007003,463.5300000000002,4.421100000000003,2,4,104.14,9,False,False,148,False,False,False,True,6.6918806673095155,5.610347194045495,-0.2323961405348527,0.8491373327291676,-5.514432735015747,-6.8960057410736635,0.6413464235467492
CC1CC(N)N2C(=S)Sc3ccc(CCCCCCCC#N)c(N4CCNCC4)c3C2=N1,Cyclic-thione,1,41,7.992611945546794,10.171571457422264,Tier 1 (<150 nM),-7.567247255413407,4.211275452944231,2.2232700377811265,470.7120000000004,4.019080000000003,2,7,80.67999999999999,8,True,False,50,False,True,True,True,6.560411626062904,5.578235235353221,1.43220031948389,2.414376710193573,-6.61838895522651,-6.2907993683901395,0.9488583001868971
N#CCCNCCCc1ccc2c(c1N1CCNCC1)C1=NC(N)CC(CO)N1C(=S)S2,Cyclic-thione,3,3,7.604345756354462,24.86876644319791,Tier 1 (<150 nM),-8.277875393188937,4.37334317869674,2.416861701539428,473.67200000000025,1.0206800000000016,4,9,112.94,8,True,False,50,False,True,True,True,6.548837173903484,6.2233777186414505,1.0555085824509778,1.3809680377130116,-6.782699395068526,-6.826955318130125,1.4509200750588125
