SMILES,zbg_tag,cluster_id,cluster_size,pIC50_pred,IC50_nM_est,IC50_tier,docking_pred,sa_score,l_shape_2d_proxy,MW,cLogP,HBD,HBA,TPSA,RotB,pains_brenk_flagged,soft_metabolic_liability,zbg_precedent_count,zbg_low_precedent,exceeds_real_precedent,ic50_model_low_confidence,dock_model_low_confidence,pIC50_hdac1_pred,pIC50_hdac6_pred,selectivity_vs_hdac1,selectivity_vs_hdac6,docking_hdac1_pred,docking_hdac6_pred,docking_selectivity,periphery_touched
OCCN1CCN(c2cocc2C(CCN2CCOCC2)Cn2cccc(O)c2=S)CC1,3-HPT,0,33,7.040826017352932,91.02778658764774,Tier 1 (<150 nM),-7.302997547995732,3.641923870387256,1.6349258311273211,462.61600000000027,2.13659,2,8,77.48,9,True,False,28,False,True,True,True,5.80092771762194,6.1421161232676305,1.2398982997309913,0.8987098940853011,-6.2000928966630005,-6.041603250607813,1.1029046513327314,False
CCCC(Cn1cccc(O)c1=S)c1cocc1N1CCN(O)C(N2CCOCC2)C1,3-HPT,5,1,6.89928467561169,126.10006905109269,Tier 1 (<150 nM),-7.3357820766226896,4.365467100370678,2.4777661729176015,448.58900000000034,3.2695900000000018,2,8,77.48,7,True,False,28,False,True,True,True,5.825798367914702,6.160954650099548,1.0734863076969878,0.7383300255121421,-6.82399974047948,-6.064706975216388,0.5117823361432094,False
CC(O)(Cc1ccc(C#N)cc1N1CCOC(CNc2ccoc2)C1)n1cccc(O)c1=S,3-HPT,46,1,6.772032874622862,169.0312975827249,Tier 2 (150-300 nM),-7.043928727724025,4.2245120462047225,1.598239583553365,466.5630000000001,3.6128700000000022,3,8,106.82000000000001,7,True,False,28,False,True,True,True,5.747661178312468,5.865394351619495,1.0243716963103946,0.9066385230033678,-6.269821308581388,-5.999919770005166,0.7741074191426369,False
NON1CCN(c2cocc2C(CCCCCO)Cn2cccc(O)c2=S)CC1,3-HPT,4,1,6.671613911019645,213.00318086168892,Tier 2 (150-300 nM),-7.189281985401004,4.031732403932707,1.5018469550158307,422.55100000000016,2.7799900000000006,3,8,100.26,10,True,False,28,False,True,True,True,6.316540152418685,6.00880543522523,0.3550737586009607,0.6628084757944155,-6.4419931486552855,-6.978566977124624,0.21071500827638,False
O=C1NC(=O)C(C(OO)C2CC2)C(=O)N1,Acylurea,44,1,6.667632641276441,214.96480382402325,Tier 2 (150-300 nM),-8.200754875921147,3.7019381128001996,1.561686427291857,214.17699999999996,-0.7631999999999999,3,5,104.73000000000002,3,True,True,24,False,True,True,True,4.618909520125893,4.905135625642579,2.048723121150548,1.762497015633862,-6.749006245034864,-6.869016981605422,1.331737894315725,False
CCC(COCC1C(=O)NC(=O)NC1=O)C(O)Cc1coc(C)c1,Acylurea,43,1,6.6166318913418305,241.7509050605842,Tier 2 (150-300 nM),-7.07380636137261,4.049743352482977,1.8179967029326363,338.3600000000001,0.5164200000000003,3,6,117.87,8,True,True,24,False,True,True,True,5.829081302890424,5.983372023895215,0.7875505884514062,0.6332598674466157,-6.847809402734843,-6.722772353775717,0.2259969586377677,False
CC(C)COC(F)C(OCC1C(=O)NC(=O)NC1=O)c1ccoc1,Acylurea,39,1,6.487991909687418,325.09335337384607,Tier 3 (300-500 nM),-7.0299444922719205,4.183895800035424,1.9076707078653055,342.3230000000001,1.2876999999999994,2,6,106.86999999999999,8,True,True,24,False,True,True,True,5.751268300975369,6.396829617163242,0.7367236087120492,0.09116229252417618,-6.658641219457629,-6.31070791398271,0.3713032728142913,False
CC(O)COCC1C(=O)NC(=O)NC1=O,Acylurea,23,2,6.485416012525616,327.0272839720783,Tier 3 (300-500 nM),-8.44940144836359,3.3731958051078905,2.416783159665103,216.193,-1.6339999999999995,3,5,104.72999999999999,4,True,True,24,False,True,True,True,4.3316278500706815,4.653942109819947,2.1537881624549344,1.8314739027056692,-6.965958481928414,-6.853343875257605,1.4834429664351756,False
NCCC(CC(=O)O)c1c(N2CCNC(c3ccncc3)C2)ccc(=S)n1OOCO,Carboxylate,42,1,6.55951032527601,275.7335896384198,Tier 2 (150-300 nM),-7.153580891118873,4.313718797549903,1.8788162812705596,449.5330000000002,0.9805900000000007,4,9,135.1,10,True,False,126,False,False,True,True,5.708813795835627,5.623456464715021,0.8506965294403832,0.9360538605609889,-6.892087897136638,-6.977849382498089,0.17573150862078357,False
CCCC(N)C(CC)OCc1[nH]c(=S)[nH]c1Nc1ccoc1,Cyclic-thione,24,2,6.901831348666338,125.36279068262616,Tier 1 (<150 nM),-7.049705659888506,4.324857997716711,1.8824682036544658,324.45000000000005,3.8314900000000014,4,5,92.0,9,True,False,51,False,False,True,True,5.757128149064682,5.780851700176951,1.144703199601656,1.1209796484893868,-6.638539759543876,-6.749643002744913,0.30006265714359337,False
CNc1[nH]c(=S)[nH]c1CC(COC)c1ccnc(-c2ccccc2)c1,Cyclic-thione,47,1,6.88634283789312,129.91436117265653,Tier 1 (<150 nM),-7.540196002967467,3.414871614788309,1.8940656500506414,354.47900000000004,4.148690000000003,3,4,65.73,7,True,False,51,False,False,True,True,5.377959761976604,6.226703557948682,1.508383075916516,0.6596392799444386,-6.921623035702181,-6.703920820422276,0.618572967265286,False
CC(C)COCc1[nH]c(=S)[nH]c1Cc1ccncc1-c1ccoc1,Cyclic-thione,45,1,6.768273313331003,170.50090427258408,Tier 2 (150-300 nM),-7.293398766174316,3.2276274528194495,1.5014171179994382,343.45200000000006,4.490690000000003,2,4,66.84,7,True,False,51,False,False,True,True,5.260483019412455,6.632499636480932,1.5077902939185472,0.13577367685007058,-6.754145685432508,-6.9496774368329985,0.34372132934131727,False
CCc1cccc(C(NC)(C2CC2)C(F)(CO)Cc2[nH]c(=S)[nH]c2NC)c1,Cyclic-thione,38,1,6.4562542610307725,349.74034891204315,Tier 3 (300-500 nM),-7.036449525212222,4.370054975649445,1.8962916310220415,392.544,3.444390000000001,5,4,75.86999999999999,9,True,False,51,False,False,True,True,5.8207891109539585,6.038866773710425,0.635465150076814,0.41738748732034736,-6.989393275240101,-6.769571951751447,0.047056249972121655,False
CNC(Cc1cc(CCc2ccc(C=CC(=O)Nc3ccccc3N)cc2)ccc1F)NC(=O)O,Ortho-aminoanilide,7,14,6.910298438968232,122.94236437522056,Tier 1 (<150 nM),-9.224658162481,3.0863066441981974,3.4378092668794866,476.55200000000013,4.200600000000001,5,4,116.48,10,True,False,281,False,True,False,True,5.950795760252326,6.407452702317366,0.9595026787159053,0.5028457366508654,-6.093371863586275,-6.155029933760742,3.0696282287202568,False
CCC(F)CN1CCC(CNC(=O)c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)CC1O,Ortho-aminoanilide,2,27,6.743768303916717,180.39799073646788,Tier 2 (150-300 nM),-7.424074171817902,3.678993484261733,5.085140651063787,468.5730000000002,3.4290000000000016,4,5,107.69000000000001,9,True,False,281,False,False,False,True,6.2600587192425605,6.9233292036846885,0.48370958467415637,-0.17956089976797163,-5.144225851852553,-6.424370113494254,0.9997040583236485,False
CNCC(c1cc(CCc2ccc(C=CC(=O)Nc3ccccc3N)cc2)ccc1C)C(N)O,Ortho-aminoanilide,11,4,6.70697995821371,196.34508839164397,Tier 2 (150-300 nM),-7.8613683595599655,3.3677489835733176,4.568048839071052,458.60600000000017,3.5944200000000017,5,5,113.4,10,True,False,281,False,False,False,True,6.191746105054189,6.206062473191368,0.5152338531595211,0.5009174850223417,-5.877847415116642,-6.322903689922132,1.5384646696378335,False
CNC(NC(C)OC)c1cc(-c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)ccc1C,Ortho-aminoanilide,12,7,6.577626080858979,264.46847997788797,Tier 2 (150-300 nM),-7.410798350200409,3.4389657603697605,4.225590033529889,444.5790000000002,4.696120000000003,4,5,88.41,9,True,False,281,False,False,False,True,5.975767132461111,5.962067746674724,0.6018589483978678,0.6155583341842545,-5.3086153877554425,-6.740331959957448,0.6704663902429608,False
N#CCCc1ccc2c(C(CCCl)NC(=O)c3ccccc3O)c(CCCO)[nH]c2c1,Salicylamide,37,1,6.452620490953021,352.6789255659802,Tier 3 (300-500 nM),-7.457151856072045,3.3522114948014767,1.0901136249349666,439.94300000000015,4.354580000000004,4,4,109.14000000000001,10,True,False,41,False,True,True,True,6.630731803635849,5.838409028902589,-0.17811131268282843,0.6142114620504318,-5.817151635531252,-6.926445133236663,0.5307067228353821,False
N#CCCc1ccc2c(CNC(=O)c3ccccc3O)c(N3CCOCC3)[nH]c2c1,Salicylamide,28,1,6.330448724655345,467.25211443073107,Tier 3 (300-500 nM),-7.1671598791127105,2.65966554467453,2.4108118035484787,404.4700000000002,3.096280000000001,3,5,101.38,6,False,False,41,False,True,True,False,6.543827185457757,5.967861878571349,-0.21337846080241185,0.36258684608399605,-6.785878731095023,-6.645912015845324,0.3812811480176874,False
CCOCNC(C=CC(=O)C(F)(F)F)(NC)c1ccc(/C=C/C(=O)C(F)(F)F)cc1,Trifluoromethyl-ketone,41,1,6.505842148168348,312.0023404431231,Tier 3 (300-500 nM),-7.589129301840464,3.901332872888319,2.1683536375713315,438.36800000000005,3.4746000000000015,2,5,67.43,10,True,False,35,False,False,False,True,5.485198995169129,6.214833871193415,1.0206431529992193,0.29100827697493337,-6.197425308987842,-6.492261683645356,1.096867618195108,False
CC(=O)C(O)C(=O)OC1CC1c1conc1-c1ccc(/C=C/C(=O)C(F)(F)F)cc1,Trifluoromethyl-ketone,40,1,6.505089781183418,312.54331832368524,Tier 3 (300-500 nM),-7.108627224925941,4.164352970074094,2.414160176130928,423.3430000000001,2.8352000000000013,1,7,106.69999999999999,7,True,True,35,False,False,True,True,5.887640228240668,6.393417413049553,0.61744955294275,0.11167236813386516,-6.408182578405958,-6.622510494052419,0.4861167308735226,False
O=C(/C=C/c1ccc(Cc2nocc2N2CCOCC2)cc1)C(F)(F)F,Trifluoromethyl-ketone,18,3,6.464704161002003,343.00135761063996,Tier 3 (300-500 nM),-7.045817595227494,2.812289780523953,3.1525821271174963,366.339,3.2466000000000017,0,5,55.57000000000001,5,True,False,35,False,False,False,True,5.757542726368749,6.3582852230567095,0.707161434633254,0.10641893794529356,-6.6985295336881965,-6.44703780578873,0.3472880615392979,False
O=C(/C=C/c1ccc(Cc2cc(O)c(-c3nocc3C3CC3O)c(O)c2)cc1)C(F)(F)F,Trifluoromethyl-ketone,36,1,6.428660529960049,372.68290324775575,Tier 3 (300-500 nM),-7.304494149445156,3.843017220958826,2.9927165230093586,445.3930000000001,4.336400000000002,3,6,103.79,6,True,False,35,False,False,True,True,5.779926301496792,6.298071321529056,0.6487342284632573,0.13058920843099298,-6.157747029091047,-6.3804944524077145,0.9239996970374413,False
CCCc1ccc(C[C@@H](N)C(=O)N2Cc3cc(CC(C)C#N)c(C(=O)NC)cc3C2)c(CC#N)c1,alpha-amino-amide,1,33,7.406610001368976,39.20938212856583,Tier 1 (<150 nM),-8.63887251913691,3.7971453956525565,2.3715456289113614,471.60500000000025,3.1791600000000013,2,5,123.00999999999999,9,False,False,58,False,True,False,True,5.668839272575542,6.374900925300776,1.7377707287934339,1.0317090760682,-6.219239690785954,-6.923169819126197,1.7157027000107137,False
CCCCC(CNC(=O)NC)c1ccc2c(c1)CN(C(=O)[C@H](N)Cc1ccc(Cl)cc1C)C2,alpha-amino-amide,9,11,7.287933139183762,51.53079715385242,Tier 1 (<150 nM),-7.347467438204439,3.3728057592908964,2.329081395355124,471.0450000000003,4.263420000000003,3,3,87.46000000000001,9,False,False,58,False,True,False,True,5.760581695950557,5.886011163297087,1.5273514432332052,1.4019219758866752,-5.332745514375761,-6.820564093435875,0.5269033447685638,False
CCCCC(CC(N)=O)c1ccc2c(c1)CN(C(=O)[C@H](N)Cc1cc(C(C)(C)C)c(NC)cc1C)C2,alpha-amino-amide,10,6,7.264239683830537,54.42022288667291,Tier 1 (<150 nM),-7.817579729420217,3.6597648750249068,2.508134996051752,492.70800000000037,4.895620000000004,3,4,101.45,10,False,False,58,False,True,False,True,5.592624610272564,5.566791764110791,1.6716150735579731,1.697447919719746,-5.630851508912994,-6.538450518738703,1.2791292106815142,False
CCC(CC(NC)C(C)(C)C)c1ccc2c(c1)CN(C(=O)[C@H](N)Cc1ccc(C)cc1CC#N)C2,alpha-amino-amide,13,3,7.157498017297173,69.58281313867285,Tier 1 (<150 nM),-7.377825402990006,3.944723570012661,2.607998555485254,474.6930000000003,4.991100000000004,2,4,82.15,9,False,False,58,False,True,False,True,5.320485401782185,5.150753154637025,1.837012615514988,2.006744862660148,-6.391490167522971,-6.572833190251364,0.8049922127386422,False
