SMILES,zbg_tag,cluster_id,cluster_size,pIC50_pred,IC50_nM_est,IC50_tier,docking_pred,sa_score,l_shape_2d_proxy,MW,cLogP,HBD,HBA,TPSA,RotB,pains_brenk_flagged,soft_metabolic_liability,zbg_precedent_count,zbg_low_precedent,exceeds_real_precedent,ic50_model_low_confidence,dock_model_low_confidence,pIC50_hdac1_pred,pIC50_hdac6_pred,selectivity_vs_hdac1,selectivity_vs_hdac6,docking_hdac1_pred,docking_hdac6_pred,docking_selectivity,periphery_touched
CC(COC(c1ccc(C#N)cc1F)(C(C)C(=O)O)n1cccc(O)c1=S)C1CC1,3-HPT,35,1,6.395682473190996,402.0846805835291,Tier 3 (300-500 nM),-7.369771164730536,4.323020345517079,1.0852318119471422,430.50100000000015,4.418470000000003,2,5,95.48,8,True,False,27,False,True,True,True,6.073198635426742,5.466680467172693,0.3224838377642536,0.9290020060183029,-6.446149731291604,-6.156671309748002,0.9236214334389317,False
CC(N)COOCc1ccc(C(=O)NC(=O)NC2CN3CCC2CC3)cc1,Acylurea,3,18,7.32086719227452,47.767532495975466,Tier 1 (<150 nM),-7.977717391185642,4.067384421461303,6.145054461454595,376.4570000000002,1.015600000000001,3,6,105.92,7,True,True,24,False,False,False,True,6.695954722074726,6.130273448094348,0.6249124701997939,1.1905937441801715,-6.670209506832366,-6.973110086144237,1.0046073050414055,False
COC(=O)COC(C)Oc1cccc(CO)c1C(=O)NC(=O)NC1CN2CCC1CC2,Acylurea,9,2,7.207935753879512,61.95327171108234,Tier 1 (<150 nM),-8.17447492097785,4.295533915611224,1.8101692562933522,435.47700000000026,0.6269000000000002,3,8,126.42999999999999,8,True,True,24,False,False,False,True,6.911098973380176,6.578349864522538,0.29683678049933526,0.6295858893569735,-5.735025020160292,-6.834304753421976,1.3401701675558746,False
Cc1ccc(C#N)c(OC(C)OCC(C)C)c1C(=O)NC(=O)NC1CN2CCC1CC2,Acylurea,4,12,7.1944379459743635,63.909004699801855,Tier 1 (<150 nM),-7.131592054078734,4.4036446737384205,3.195035333193695,428.53300000000024,2.7977000000000007,2,6,103.68999999999998,7,True,True,24,False,False,False,True,6.091594492661897,5.906205867088515,1.1028434533124667,1.2882320788858488,-6.522955907682486,-6.672438739537229,0.45915331454150454,False
Cc1ccc(OCC(C)C)c(OCN)c1C(=O)NC(=O)NC1CN2CCC1CC2,Acylurea,15,1,7.144917837951768,71.62789066974807,Tier 1 (<150 nM),-8.048512112583882,3.973197422052424,2.7815505512711445,404.51100000000025,1.8584200000000006,3,6,105.92,7,True,True,24,False,False,False,True,5.950057783817302,6.226059068462869,1.194860054134466,0.9188587694888986,-6.062424857168432,-6.853004516492599,1.195507596091283,False
CC(C)COCCC/C(=C1\O[C@@H]2CC(=O)N2[C@H]1C(=O)O)c1ccccc1Cc1ccccc1,Carboxylate,47,1,6.952504791475028,111.55658434915766,Tier 1 (<150 nM),-7.424029415041352,3.6679423244371288,2.156663360913434,449.54700000000014,4.483100000000004,1,4,76.07000000000001,10,True,False,148,False,False,False,True,5.770158930600675,5.97988833063481,1.182345860874353,0.9726164608402179,-5.669107949869,-6.097363096679208,1.326666318362144,False
CC(C)CCCC(C)C(=C1O[C@@H]2CC(=O)N2[C@H]1C(=O)O)c1ccoc1,Carboxylate,40,1,6.677723890513127,210.027474165732,Tier 2 (150-300 nM),-8.183463479138751,4.286665404771213,1.4365627901433353,347.41100000000006,3.494900000000002,1,4,79.98,7,False,False,148,False,False,False,True,5.765770033574904,6.70738610659462,0.9119538569382231,-0.02966221608149322,-6.393828184221023,-6.995747106983544,1.187716372155207,False
CC(C)CCCCCC1C[C@H]2OC(OCC(C)C)[C@H](C(=O)O)N12,Carboxylate,37,1,6.506337234119217,311.64686743975614,Tier 3 (300-500 nM),-7.421894452624067,4.135348789966564,3.931593437111301,327.46500000000003,3.4754000000000023,1,4,59.00000000000001,10,True,False,148,False,False,True,True,5.511884179258361,5.784854105104701,0.9944530548608554,0.7214831290145156,-6.943874155480655,-6.956454172605572,0.4654402800184947,False
Cc1c(Cc2ccncc2)c(Cc2ccc(C(=O)O)c(F)c2O)cc(Br)c1C(=O)O,Carboxylate,34,1,6.359120897409496,437.4003262050461,Tier 3 (300-500 nM),-7.643627036597842,2.8331310683854696,1.4325274308493907,474.2820000000001,4.575220000000003,3,4,107.72000000000001,6,False,False,148,False,False,True,True,5.961334675198766,6.273921298529629,0.3977862222107298,0.08519959887986683,-6.131278833759708,-6.344656100580071,1.2989709360177706,False
CCC(C)(CCCC(=O)c1[nH]c(=S)[nH]c1C(C(=O)NC(C)=O)N(C)OC)C(C)(C)C,Cyclic-thione,49,1,7.137851791652327,72.80282107535407,Tier 1 (<150 nM),-7.004608996305723,4.389602278918078,2.2681494040516403,440.61000000000024,4.084690000000004,3,6,107.28999999999999,10,True,True,50,False,False,True,True,5.325832268595909,4.7989839012352595,1.812019523056418,2.3388678904170677,-6.19232229982548,-6.5735808100320865,0.4310281862736369,False
COC1C(c2ccccc2)N=C2c3c(ccc(CO)c3S(=O)(=O)CO)SC(=S)N2C1O,Cyclic-thione,14,6,7.0957631434979165,80.21154036223281,Tier 1 (<150 nM),-7.610558574941651,4.394076392847198,1.258228716404839,480.58900000000017,1.4299,3,9,119.66000000000001,5,True,False,50,False,False,True,True,5.890956613135189,6.740522600193586,1.2048065303627276,0.35524054330433064,-6.531486451244329,-6.599250714018386,1.0113078609232646,False
COc1cc2c(c(Cl)c1C(C)(C)C)C1=NC(N)CC(C(=O)c3ccccc3C#N)N1C(=S)S2,Cyclic-thione,7,8,6.837465044975855,145.3901400940639,Tier 1 (<150 nM),-7.4074209922772205,4.362965859625344,2.253602662096255,499.0610000000002,4.8969800000000046,1,7,91.71,3,True,False,50,False,False,True,True,5.168976037918914,7.847142881154159,1.668489007056941,-1.0096778361783043,-6.974898552102204,-6.522644717190288,0.43252244017501607,False
COc1cc(Cl)c2c(c1)SC(=S)N1C2=NC(N)CC1C(O)c1ccccc1CO,Cyclic-thione,28,1,6.720890157663924,190.15591639723317,Tier 2 (150-300 nM),-7.399864505588904,4.3211035419924215,2.2470432136469274,449.98500000000024,3.0708000000000015,3,7,91.31,4,True,False,50,False,False,True,True,6.09420843610037,6.984261236054979,0.6266817215635543,-0.2633710783910548,-6.515257804349542,-6.985148845911728,0.41471565967717616,False
CNCN1CCC(CNC(=O)c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C(CC#N)C1,Ortho-aminoanilide,2,20,6.717361924549626,191.70704609769695,Tier 2 (150-300 nM),-7.330156533439552,3.493813218307656,4.258633290693992,460.5820000000002,2.6791800000000006,4,6,123.28,9,True,False,385,False,False,False,True,6.990709762238176,6.422235180134111,-0.27334783768855075,0.2951267444155148,-6.773715822842679,-6.798566909650652,0.5315896237889,False
CNC(=O)c1ccc(NC(=O)c2ccc(C=CC(=O)Nc3ccccc3N)cc2)c(Br)c1,Ortho-aminoanilide,38,1,6.542928735432433,286.4647999254701,Tier 2 (150-300 nM),-8.544076298257062,2.1661694347036295,6.069868295016003,493.3610000000001,4.2951000000000015,4,4,113.32000000000001,6,True,False,385,False,False,False,True,6.219237486428427,6.500335404824045,0.32369124900400603,0.04259333060838788,-5.421734568704516,-6.973546987483348,1.570529310773714,False
CC(=O)c1ccc2c(ON3C4CCC3CC(NC(=O)NC(=O)c3ccccc3O)C4)c[nH]c2c1,Salicylamide,16,5,6.5971193902878085,252.86027720652015,Tier 2 (150-300 nM),-7.2373558552222,4.299520364017832,1.6303181166501937,462.50600000000014,3.504900000000001,4,6,123.76000000000002,5,False,True,32,False,True,False,True,6.830598840167583,6.656118313104302,-0.23347944987977431,-0.05899892281649333,-6.367977811975026,-6.158631002226306,0.869378043247174,False
CNc1cc2c(cc1C(C)(C)C[SH](C)(C)=O)CN(C(=O)[C@H](N)Cc1ccc(C#N)cc1Cl)C2,alpha-amino-amide,0,35,6.986002073713286,103.27564744393919,Tier 1 (<150 nM),-7.338410965617829,4.068020175090167,3.5059544896318613,489.08500000000026,3.2194800000000017,3,5,99.22,7,True,False,59,False,False,False,True,5.859196352482887,6.253120321465597,1.126805721230399,0.7328817522476889,-6.477157645292222,-6.961663342867204,0.37674762275062523,False
CCC1c2cc(NC)c(C(C)(C)C)c(C)c2CN1C(=O)[C@H](N)Cc1ccc(C#N)cc1CC#N,alpha-amino-amide,1,11,6.9500137754068145,112.19828655109953,Tier 1 (<150 nM),-7.550132523769795,4.030764535412784,2.458884897220436,457.62200000000024,4.635280000000003,2,5,105.94,6,False,False,59,False,False,True,True,5.719564674370443,5.917084279474924,1.2304491010363714,1.0329294959318904,-6.569644333085129,-6.9483254095528215,0.6018071142169736,False
CCCC(=O)NC(=O)c1ccc(C[C@@H](N)C(=O)N2C(F)c3ccc(NO)cc3C2Cl)c(Cl)c1,alpha-amino-amide,46,1,6.9099851074104635,123.03109592415062,Tier 1 (<150 nM),-7.008141568228857,4.032147187236838,2.376911622175179,497.35400000000016,3.8153000000000006,4,6,124.75999999999999,7,True,True,59,False,False,False,True,4.792582720315156,6.605273049117298,2.117402387095307,0.3047120582931653,-5.74515168137818,-6.511861061712299,0.4962805065165581,False
CNc1ccc2c(c1)CN(C(=O)[C@H](N)Cc1cc(CF)c(Cl)cc1OCl)C2,alpha-amino-amide,23,2,6.8578821624197115,138.7132149846502,Tier 1 (<150 nM),-7.007678533339848,3.405020417372765,2.4424495172851404,412.29200000000014,3.796000000000002,2,4,67.59,6,False,False,59,False,False,False,True,5.375939419119386,5.253395231406332,1.4819427433003254,1.6044869310133798,-6.10471863643367,-6.811353833258083,0.19632470008176472,False
